"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)Eine randomisierte Phase-II-Studie zur Untersuchung der Wirksamkeit und Sicherheit einer Chemotherapie gegenüber einer Androgendeprivationstherapie (ADT) bei Patienten mit rezidivierenden Störungen oder Metastasen in Bezug auf die Androgen-Rezeptoren (AR) aufgrund von Speicheldrüsenkrebs (SGCs).","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)Eine randomisierte Phase-II-Studie zur Untersuchung der Wirksamkeit und Sicherheit einer Chemotherapie gegenüber einer Androgendeprivationstherapie (ADT) bei Patienten mit rezidivierenden Störungen oder Metastasen in Bezug auf die Androgen-Rezeptoren (AR) aufgrund von Speicheldrüsenkrebs (SGCs).","GR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEt multicenter randomiseret fase III forsøg med peroral LDK378 sammenlignet med standard kemoterapi hos hidtil ubehandlede voksne med ALK positiv ikke-skvamøs ikke-småcellet lungekræft stadium IIIB eller IV","PL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancer","IT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEt multicenter randomiseret fase III forsøg med peroral LDK378 sammenlignet med standard kemoterapi hos hidtil ubehandlede voksne med ALK positiv ikke-skvamøs ikke-småcellet lungekræft stadium IIIB eller IV","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","FR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEt multicenter randomiseret fase III forsøg med peroral LDK378 sammenlignet med standard kemoterapi hos hidtil ubehandlede voksne med ALK positiv ikke-skvamøs ikke-småcellet lungekræft stadium IIIB eller IV","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancer","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","SE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEt multicenter randomiseret fase III forsøg med peroral LDK378 sammenlignet med standard kemoterapi hos hidtil ubehandlede voksne med ALK positiv ikke-skvamøs ikke-småcellet lungekræft stadium IIIB eller IV","GR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancer","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","DK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancer","PT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000319-26","A phase III multicenter randomized study of oral LDK378 versus standard chemotherapy in previously untreated adult patients with ALK rearranged (ALK-positive) stage IIIB or IV non-squamous non-small cell lung cancerEstudio de fase III multicéntrico  aleatorizado de LDK378 oral frente a quimioterapia estándar en pacientes adultos con cáncer de pulmón de células no pequeñas no escamoso con reordenamiento de ALK (ALK-positivo) estadio IIIB o IV que no han sido tratados previamente","IE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy and safety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","GR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant efficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy and safety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","SE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant efficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy and safety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","FR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","PT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","IT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","HR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant efficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","PL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant efficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy andsafety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","BG","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy and safety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","NO","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000322-66","A 24 month multicenter randomized open-label safety and efficacy study of concentration-controlled everolimus with reduced calcineurin inhibitor vs mycophenolate with standard calcineurin inhibitor in de novo renal transplantation - Advancing renal TRANSplant eFficacy and safety Outcomes with an eveRolimus-based regiMen (TRANSFORM)","SK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
