"active_comparator","arms","controlled","crossover","design","double_blind","eudract_number","open","parallel_group","placebo","protocol_country_code","randomised","single_blind","title","open_gs","open_orig","arms_gs","arms_orig","double_blind_gs","double_blind_orig","single_blind_gs","single_blind_orig","controlled_gs","controlled_orig","parallel_group_gs","parallel_group_orig","crossover_gs","crossover_orig","randomised_gs","randomised_orig"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","AT","Yes","No","A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon α-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon α-2b (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","ES","Yes","No","Estudio en fase III aleatorizado doble ciego y controlado con placebo para investigar la eficacia la seguridad y la tolerabilidad de TMC435 frente a placebo como parte de un régimen de tratamiento que incluye peginterferón alfa-2a  (Pegasys®) y ribavirina (Copegus®) o peginterferón alfa-2b (PegIntron®) y ribavirina (Rebetol®) en sujetos infectados por el virus de la hepatitis C genotipo 1 no tratados previamente.A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon alfa-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon alfa-2b  (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","BE","Yes","No","A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon α-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon α-2b (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","PT","Yes","No","Estudio en fase III aleatorizado doble ciego y controlado con placebo para investigar la eficacia la seguridad y la tolerabilidad de TMC435 frente a placebo como parte de un régimen de tratamiento que incluye peginterferón alfa-2a  (Pegasys®) y ribavirina (Copegus®) o peginterferón alfa-2b (PegIntron®) y ribavirina (Rebetol®) en sujetos infectados por el virus de la hepatitis C genotipo 1 no tratados previamente.A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon alfa-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon alfa-2b  (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","SK","Yes","No","Estudio en fase III aleatorizado doble ciego y controlado con placebo para investigar la eficacia la seguridad y la tolerabilidad de TMC435 frente a placebo como parte de un régimen de tratamiento que incluye peginterferón alfa-2a  (Pegasys®) y ribavirina (Copegus®) o peginterferón alfa-2b (PegIntron®) y ribavirina (Rebetol®) en sujetos infectados por el virus de la hepatitis C genotipo 1 no tratados previamente.A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon alfa-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon alfa-2b  (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","NL","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","DE","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","BE","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","SK","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","CZ","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","GB","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","ES","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","IT","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","FI","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","HU","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator’s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2011-005491-41","Yes","No","No","SE","Yes","No","An Open-label Randomized Phase 3 Study of Inotuzumab Ozogamicin Compared to a Defined Investigator?s Choice in Adult Patients with Relapsed or Refractory CD22-Positive Acute Lymphoblastic Leukemia (ALL)Estudio en Fase 3 abierto y aleatorizado de ozogamicina de inotuzumab comparado con un fármaco definido elegido por el investigador en pacientes adultos con leucemia linfoblástica aguda (LLA) positiva al CD22 recidivante o refractaria","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-003868-31","Yes","Yes","No","BE","Yes","No","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancerEine zweiteilige multizentrische internationale Phase-I- und Phase-II-Studie zur Überprüfung der Sicherheit und Wirksamkeit des Hsp90-Inhibitors Ganetespib in Kombination mit wöchentlichem Paclitaxel bei Frauen mit mit hochgradig serösem hochgradig endometroidem oder undifferenzierten platinresistentem epithelialem Ovarial- Tuben- oder primärem Peritonealkarzinom","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-003868-31","Yes","Yes","No","DE","Yes","No","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancer","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-003868-31","Yes","Yes","No","AT","Yes","No","A two-part multicentre international phase I and II trial assessing the safety and efficacy of the Hsp90 inhibitor ganetespib in combination with paclitaxel weekly in women with high-grade serous high-grade endometrioid or undifferentiated platinum-resistant epithelial ovarian fallopian tube or primary peritoneal cancer","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2007-001478-10","Yes","No","No","AT","Yes","No","CWS-2007-HR: A randomised phase-III trial of the Cooperative Weichteilsarkom Studiengruppe for localised high-risk Rhabdomyosarcoma and localised Rhabdomyosarcoma-like Soft Tissue Sarcoma in children adolescents and young adults","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2007-001478-10","Yes","No","No","SE","Yes","No","CWS-2007-HR: A randomised phase-III trial of the Cooperative Weichteilsarkom Studiengruppe for localised high-risk Rhabdomyosarcoma and localised Rhabdomyosarcoma-like Soft Tissue Sarcoma in children adolescents and young adults","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2007-001478-10","Yes","No","No","PL","Yes","No","CWS-2007-HR: A randomised phase-III trial of the Cooperative Weichteilsarkom Studiengruppe for localised high-risk Rhabdomyosarcoma and localised Rhabdomyosarcoma-like Soft Tissue Sarcoma in children adolescents and young adults","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2007-001478-10","Yes","No","No","DE","Yes","No","CWS-2007-HR: A randomised phase-III trial of the Cooperative Weichteilsarkom Studiengruppe for localised high-risk Rhabdomyosarcoma and localised Rhabdomyosarcoma-like Soft Tissue Sarcoma in children adolescents and young adults","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2011-002669-40","No","Yes","Yes","AT","Yes","No","A Phase 2 Multi-center Randomized Double-blindPlacebo-controlled Clinical Trial to Evaluate theSafety and Efficacy of ALD518 in the Reduction ofOral Mucositis in Subjects With Head and NeckCancer Receiving Concomitant Chemotherapy andRadiotherapy","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2011-002669-40","No","Yes","Yes","DE","Yes","No","A Phase 2 Multi-center Randomized Double-blindPlacebo-controlled Clinical Trial to Evaluate theSafety and Efficacy of ALD518 in the Reduction ofOral Mucositis in Subjects With Head and NeckCancer Receiving Concomitant Chemotherapy andRadiotherapy","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2011-002669-40","No","Yes","Yes","IT","Yes","No","A Phase 2 Multi-center Randomized Double-blindPlacebo-controlled Clinical Trial to Evaluate theSafety and Efficacy of ALD518 in the Reduction ofOral Mucositis in Subjects With Head and NeckCancer Receiving Concomitant Chemotherapy andRadiotherapy","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","GB","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy and Safety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistant Prostate Cancer and Bone Metastasis who are Pain Free or Mildly Symptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","DE","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy andSafety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistantProstate Cancer and Bone Metastasis who are Pain Free or MildlySymptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","HU","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy andSafety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistantProstate Cancer and Bone Metastasis who are Pain Free or MildlySymptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","IT","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy andSafety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistantProstate Cancer and Bone Metastasis who are Pain Free or MildlySymptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","FI","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy andSafety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistantProstate Cancer and Bone Metastasis who are Pain Free or MildlySymptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","CZ","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy andSafety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistantProstate Cancer and Bone Metastasis who are Pain Free or MildlySymptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-003227-20","No","Yes","Yes","DK","Yes","No","A Phase III Randomised Double-blind Study to Assess the Efficacy and Safety of 10 mg ZD4054 versus Placebo in Patients with Hormone-resistant Prostate Cancer and Bone Metastasis who are Pain Free or Mildly Symptomatic","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
