"date_collected","flight_number","departure_gate","arrival_gate","scheduled_departure_t","actual_departure_t","scheduled_arrival_t","actual_arrival_t","scheduled_departure","actual_departure","scheduled_arrival","actual_arrival"
"2011-12-02","CO-1193-EWR-MCO","","","Fri., Dec.02, 2011 9:15 a.m.","Fri., Dec.02, 2011 9:12 a.m.","Fri., Dec.02, 2011 12:18 p.m.","Fri., Dec.02, 2011 12:22 p.m.","2011-12-02 14:15:00+00","2011-12-02 14:12:00+00","2011-12-02 17:18:00+00","2011-12-02 17:22:00+00"
"2011-12-02","CO-45-EWR-MIA","","","Fri., Dec.02, 2011 4:00 p.m.","Fri., Dec.02, 2011 4:13 p.m.","Fri., Dec.02, 2011 7:05 p.m.","Fri., Dec.02, 2011 7:01 p.m.","2011-12-02 21:00:00+00","2011-12-02 21:13:00+00","2011-12-03 00:05:00+00","2011-12-03 00:01:00+00"
"2011-12-02","CO-63-EWR-IAH","","","Fri., Dec.02, 2011 5:25 p.m.","Fri., Dec.02, 2011 5:26 p.m.","Fri., Dec.02, 2011 8:22 p.m.","Fri., Dec.02, 2011 8:29 p.m.","2011-12-02 22:25:00+00","2011-12-02 22:26:00+00","2011-12-03 02:22:00+00","2011-12-03 02:29:00+00"
"2011-12-02","CO-50-CLE-EWR","","","Fri., Dec.02, 2011 2:55 p.m.","Fri., Dec.02, 2011 3:46 p.m.","Fri., Dec.02, 2011 4:49 p.m.","Fri., Dec.02, 2011 5:26 p.m.","2011-12-02 19:55:00+00","2011-12-02 20:46:00+00","2011-12-02 21:49:00+00","2011-12-02 22:26:00+00"
"2011-12-02","CO-1561-PHX-IAH","","","Fri., Dec.02, 2011 8:05 a.m.","Fri., Dec.02, 2011 8:03 a.m.","Fri., Dec.02, 2011 11:35 a.m.","Fri., Dec.02, 2011 11:33 a.m.","2011-12-02 15:05:00+00","2011-12-02 15:03:00+00","2011-12-02 17:35:00+00","2011-12-02 17:33:00+00"
"2011-12-02","CO-47-IAH-LAX","","","Fri., Dec.02, 2011 7:10 p.m.","Fri., Dec.02, 2011 8:49 p.m.","Fri., Dec.02, 2011 8:56 p.m.","Fri., Dec.02, 2011 10:18 p.m.","2011-12-03 01:10:00+00","2011-12-03 02:49:00+00","2011-12-03 04:56:00+00","2011-12-03 06:18:00+00"
"2011-12-02","CO-1586-IAH-MCO","","","Fri., Dec.02, 2011 7:00 p.m.","Fri., Dec.02, 2011 7:13 p.m.","Fri., Dec.02, 2011 10:15 p.m.","Fri., Dec.02, 2011 10:25 p.m.","2011-12-03 01:00:00+00","2011-12-03 01:13:00+00","2011-12-03 03:15:00+00","2011-12-03 03:25:00+00"
"2011-12-20","AA-4344-ORD-DTW"," G1B"," D28    ","December 20, 2011               11:45 AM    ","December 20, 2011               11:42 AM    ","December 20, 2011               02:00 PM    ","December 20, 2011               01:50 PM    ","2011-12-20 17:45:00+00","2011-12-20 17:42:00+00","2011-12-20 19:00:00+00","2011-12-20 18:50:00+00"
"2011-12-20","AA-484-DFW-MIA"," A19"," D45    ","December 20, 2011               04:15 PM    ","December 20, 2011               04:55 PM    ","December 20, 2011               07:55 PM    ","December 20, 2011               08:56 PM    ","2011-12-20 22:15:00+00","2011-12-20 22:55:00+00","2011-12-21 00:55:00+00","2011-12-21 01:56:00+00"
"2011-12-20","AA-3979-CVG-ORD"," 3"," H3B    ","December 20, 2011               07:30 AM    ","December 20, 2011               07:25 AM    ","December 20, 2011               08:00 AM    ","December 20, 2011               07:32 AM    ","2011-12-20 12:30:00+00","2011-12-20 12:25:00+00","2011-12-20 14:00:00+00","2011-12-20 13:32:00+00"
"2011-12-20","AA-3859-IAH-ORD"," A29"," H2    ","December 20, 2011               07:10 AM    ","December 20, 2011               07:03 AM    ","December 20, 2011               09:40 AM    ","December 20, 2011               09:15 AM    ","2011-12-20 13:10:00+00","2011-12-20 13:03:00+00","2011-12-20 15:40:00+00","2011-12-20 15:15:00+00"
"2011-12-20","AA-3842-MSP-ORD"," E14"," H1B    ","December 20, 2011               06:00 AM    ","December 20, 2011               06:00 AM    ","December 20, 2011               07:30 AM    ","December 20, 2011               07:13 AM    ","2011-12-20 12:00:00+00","2011-12-20 12:00:00+00","2011-12-20 13:30:00+00","2011-12-20 13:13:00+00"
"2011-12-20","AA-1544-SAN-ORD"," 27"," H6    ","December 20, 2011               11:25 AM    ","December 20, 2011               11:37 AM    ","December 20, 2011               05:25 PM    ","December 20, 2011               05:55 PM    ","2011-12-20 19:25:00+00","2011-12-20 19:37:00+00","2011-12-20 23:25:00+00","2011-12-20 23:55:00+00"
"2011-12-20","AA-518-MIA-JFK"," D11"," 12    ","December 20, 2011               06:30 AM    ","December 20, 2011               06:27 AM    ","December 20, 2011               09:15 AM    ","December 20, 2011               09:13 AM    ","2011-12-20 11:30:00+00","2011-12-20 11:27:00+00","2011-12-20 14:15:00+00","2011-12-20 14:13:00+00"
"2011-12-20","AA-2525-DFW-MIA"," D36"," D16    ","December 20, 2011               07:25 AM    ","December 20, 2011               07:27 AM    ","December 20, 2011               11:10 AM    ","December 20, 2011               11:11 AM    ","2011-12-20 13:25:00+00","2011-12-20 13:27:00+00","2011-12-20 16:10:00+00","2011-12-20 16:11:00+00"
"2011-12-20","AA-1279-DFW-PHX"," C2"," 4    ","December 20, 2011               01:00 PM    ","December 20, 2011               01:05 PM    ","December 20, 2011               02:35 PM    ","December 20, 2011               02:32 PM    ","2011-12-20 19:00:00+00","2011-12-20 19:05:00+00","2011-12-20 21:35:00+00","2011-12-20 21:32:00+00"
"2011-12-20","AA-1434-DFW-MCO"," D21"," 16    ","December 20, 2011               07:15 AM    ","December 20, 2011               07:14 AM    ","December 20, 2011               10:35 AM    ","December 20, 2011               10:37 AM    ","2011-12-20 13:15:00+00","2011-12-20 13:14:00+00","2011-12-20 15:35:00+00","2011-12-20 15:37:00+00"
"2011-12-20","AA-59-JFK-SFO"," 45"," 58B    ","December 20, 2011               07:10 AM    ","December 20, 2011               07:03 AM    ","December 20, 2011               10:45 AM    ","December 20, 2011               10:07 AM    ","2011-12-20 12:10:00+00","2011-12-20 12:03:00+00","2011-12-20 18:45:00+00","2011-12-20 18:07:00+00"
"2011-12-20","AA-415-BOS-ORD"," B36"," K5    ","December 20, 2011               08:35 AM    ","December 20, 2011               08:33 AM    ","December 20, 2011               10:40 AM    ","December 20, 2011               10:29 AM    ","2011-12-20 13:35:00+00","2011-12-20 13:33:00+00","2011-12-20 16:40:00+00","2011-12-20 16:29:00+00"
"2011-12-20","AA-222-LAX-BOS"," 46A"," B28    ","December 20, 2011               07:10 AM    ","December 20, 2011               10:46 AM    ","December 20, 2011               03:30 PM    ","December 20, 2011               07:16 PM    ","2011-12-20 15:10:00+00","2011-12-20 18:46:00+00","2011-12-20 20:30:00+00","2011-12-21 00:16:00+00"
"2011-12-20","AA-1165-JFK-MIA"," 6"," D25    ","December 20, 2011               06:59 AM    ","December 20, 2011               07:05 AM    ","December 20, 2011               10:34 AM    ","December 20, 2011               10:13 AM    ","2011-12-20 11:59:00+00","2011-12-20 12:05:00+00","2011-12-20 15:34:00+00","2011-12-20 15:13:00+00"
"2011-12-20","AA-3786-IAH-ORD"," A29"," G9    ","December 20, 2011               04:00 PM    ","December 20, 2011               03:55 PM    ","December 20, 2011               06:40 PM    ","December 20, 2011               06:28 PM    ","2011-12-20 22:00:00+00","2011-12-20 21:55:00+00","2011-12-21 00:40:00+00","2011-12-21 00:28:00+00"
"2011-12-20","AA-3468-CVG-MIA"," 5"," D53    ","December 20, 2011               07:00 AM    ","December 20, 2011               06:59 AM    ","December 20, 2011               09:55 AM    ","December 20, 2011               09:26 AM    ","2011-12-20 12:00:00+00","2011-12-20 11:59:00+00","2011-12-20 14:55:00+00","2011-12-20 14:26:00+00"
"2011-12-03","CO-1586-IAH-MCO","","","Sat., Dec.03, 2011 7:00 p.m.","Sat., Dec.03, 2011 7:06 p.m.","Sat., Dec.03, 2011 10:15 p.m.","Sat., Dec.03, 2011 10:13 p.m.","2011-12-04 01:00:00+00","2011-12-04 01:06:00+00","2011-12-04 03:15:00+00","2011-12-04 03:13:00+00"
"2011-12-03","CO-1088-CLE-IAH","","","Sat., Dec.03, 2011 8:40 a.m.","Sat., Dec.03, 2011 8:45 a.m.","Sat., Dec.03, 2011 10:54 a.m.","Sat., Dec.03, 2011 10:58 a.m.","2011-12-03 13:40:00+00","2011-12-03 13:45:00+00","2011-12-03 16:54:00+00","2011-12-03 16:58:00+00"
"2011-12-03","CO-16-LAX-EWR","","","Sat., Dec.03, 2011 10:25 a.m.","Sat., Dec.03, 2011 10:34 a.m.","Sat., Dec.03, 2011 6:42 p.m.","Sat., Dec.03, 2011 6:40 p.m.","2011-12-03 18:25:00+00","2011-12-03 18:34:00+00","2011-12-03 23:42:00+00","2011-12-03 23:40:00+00"
"2011-12-03","CO-58-DEN-IAH","","","Sat., Dec.03, 2011 11:25 a.m.","Sat., Dec.03, 2011 11:36 a.m.","Sat., Dec.03, 2011 2:47 p.m.","Sat., Dec.03, 2011 3:17 p.m.","2011-12-03 18:25:00+00","2011-12-03 18:36:00+00","2011-12-03 20:47:00+00","2011-12-03 21:17:00+00"
"2011-12-03","CO-1193-EWR-MCO","","","Sat., Dec.03, 2011 3:45 p.m.","Sat., Dec.03, 2011 5:40 p.m.","Sat., Dec.03, 2011 6:31 p.m.","Sat., Dec.03, 2011 8:15 p.m.","2011-12-03 20:45:00+00","2011-12-03 22:40:00+00","2011-12-03 23:31:00+00","2011-12-04 01:15:00+00"
"2011-12-03","CO-1023-IAH-DEN","","","Sat., Dec.03, 2011 11:40 a.m.","Sat., Dec.03, 2011 11:38 a.m.","Sat., Dec.03, 2011 1:16 p.m.","Sat., Dec.03, 2011 1:08 p.m.","2011-12-03 17:40:00+00","2011-12-03 17:38:00+00","2011-12-03 20:16:00+00","2011-12-03 20:08:00+00"
"2011-12-03","CO-1250-MIA-IAH","","","Sat., Dec.03, 2011 2:53 p.m.","Sat., Dec.03, 2011 2:44 p.m.","Sat., Dec.03, 2011 4:48 p.m.","Sat., Dec.03, 2011 4:18 p.m.","2011-12-03 19:53:00+00","2011-12-03 19:44:00+00","2011-12-03 22:48:00+00","2011-12-03 22:18:00+00"
"2011-12-03","CO-62-IAH-EWR","","","Sat., Dec.03, 2011 2:30 p.m.","Sat., Dec.03, 2011 2:52 p.m.","Sat., Dec.03, 2011 7:01 p.m.","Sat., Dec.03, 2011 6:57 p.m.","2011-12-03 20:30:00+00","2011-12-03 20:52:00+00","2011-12-04 00:01:00+00","2011-12-03 23:57:00+00"
"2011-12-03","CO-52-IAH-LAX","","","Sat., Dec.03, 2011 7:35 a.m.","Sat., Dec.03, 2011 7:34 a.m.","Sat., Dec.03, 2011 9:21 a.m.","Sat., Dec.03, 2011 9:21 a.m.","2011-12-03 13:35:00+00","2011-12-03 13:34:00+00","2011-12-03 17:21:00+00","2011-12-03 17:21:00+00"
"2011-12-03","CO-89-IAH-EWR","","","Sat., Dec.03, 2011 6:00 a.m.","Sat., Dec.03, 2011 5:54 a.m.","Sat., Dec.03, 2011 10:20 a.m.","Sat., Dec.03, 2011 10:13 a.m.","2011-12-03 12:00:00+00","2011-12-03 11:54:00+00","2011-12-03 15:20:00+00","2011-12-03 15:13:00+00"
"2011-12-03","CO-1614-LAX-IAH","","","Sat., Dec.03, 2011 12:30 a.m.","Sat., Dec.03, 2011 12:35 a.m.","Sat., Dec.03, 2011 5:35 a.m.","Sat., Dec.03, 2011 5:28 a.m.","2011-12-03 08:30:00+00","2011-12-03 08:35:00+00","2011-12-03 11:35:00+00","2011-12-03 11:28:00+00"
"2011-12-03","UA-1500-IAH-GUA","E20","15","Sat, Dec 3 8:55 AM","Sat, Dec 3 10:39 AM","Sat, Dec 3 11:45 AM","Sat, Dec 3 1:22 PM","2011-12-03 14:55:00+00","2011-12-03 16:39:00+00","2011-12-03 17:45:00+00","2011-12-03 19:22:00+00"
"2011-12-03","UA-3373-IAD-PHL","C26","D7","Sat, Dec 3 8:27 AM","Sat, Dec 3 8:25 AM","Sat, Dec 3 9:22 AM","Sat, Dec 3 9:32 AM","2011-12-03 13:27:00+00","2011-12-03 13:25:00+00","2011-12-03 14:22:00+00","2011-12-03 14:32:00+00"
"2011-12-04","UA-1500-IAH-GUA","E3","15","Sun, Dec 4 8:55 AM","Sun, Dec 4 9:12 AM            Delayed","Sun, Dec 4 11:45 AM","Sun, Dec 4 11:56 AM","2011-12-04 14:55:00+00","2011-12-04 15:12:00+00","2011-12-04 17:45:00+00","2011-12-04 17:56:00+00"
"2011-12-04","UA-3515-IAD-MSP","D20","E8","Sun, Dec 4 8:15 AM","Sun, Dec 4 8:09 AM","Sun, Dec 4 10:06 AM","Sun, Dec 4 9:39 AM","2011-12-04 13:15:00+00","2011-12-04 13:09:00+00","2011-12-04 16:06:00+00","2011-12-04 15:39:00+00"
"2011-12-04","UA-664-ORD-PHL","C29","D9","Sun, Dec 4 1:20 PM","Sun, Dec 4 1:16 PM","Sun, Dec 4 4:25 PM","Sun, Dec 4 4:17 PM","2011-12-04 19:20:00+00","2011-12-04 19:16:00+00","2011-12-04 21:25:00+00","2011-12-04 21:17:00+00"
"2011-12-04","UA-414-LAX-SFO","75B","85","Sun, Dec 4 6:00 AM","Sun, Dec 4 6:01 AM","Sun, Dec 4 7:23 AM","Sun, Dec 4 7:15 AM","2011-12-04 14:00:00+00","2011-12-04 14:01:00+00","2011-12-04 15:23:00+00","2011-12-04 15:15:00+00"
"2011-12-04","UA-257-JFK-SFO","8","80","Sun, Dec 4 2:30 PM","Sun, Dec 4 2:26 PM","Sun, Dec 4 6:10 PM","Sun, Dec 4 5:41 PM","2011-12-04 19:30:00+00","2011-12-04 19:26:00+00","2011-12-05 02:10:00+00","2011-12-05 01:41:00+00"
"2011-12-04","UA-62-IAH-EWR","C-43","C74","Sun, Dec 4 2:30 PM","Sun, Dec 4 2:33 PM","Sun, Dec 4 7:03 PM","Sun, Dec 4 6:59 PM","2011-12-04 20:30:00+00","2011-12-04 20:33:00+00","2011-12-05 00:03:00+00","2011-12-04 23:59:00+00"
"2011-12-04","UA-843-LAX-ORD","77","C15","Sun, Dec 4 1:50 PM","Sun, Dec 4 1:51 PM","Sun, Dec 4 7:55 PM","Sun, Dec 4 7:28 PM","2011-12-04 21:50:00+00","2011-12-04 21:51:00+00","2011-12-05 01:55:00+00","2011-12-05 01:28:00+00"
"2011-12-20","AA-466-IAH-MIA"," A27"," D12    ","December 20, 2011               06:00 AM    ","December 20, 2011               06:02 AM    ","December 20, 2011               09:20 AM    ","December 20, 2011               09:22 AM    ","2011-12-20 12:00:00+00","2011-12-20 12:02:00+00","2011-12-20 14:20:00+00","2011-12-20 14:22:00+00"
"2011-12-20","AA-3-JFK-LAX"," 42"," 47B    ","December 20, 2011               12:00 PM    ","December 20, 2011               11:52 AM    ","December 20, 2011               03:15 PM    ","December 20, 2011               02:28 PM    ","2011-12-20 17:00:00+00","2011-12-20 16:52:00+00","2011-12-20 23:15:00+00","2011-12-20 22:28:00+00"
"2011-12-20","AA-1007-MIA-PHX"," D38"," 6    ","December 20, 2011               04:55 PM    ","December 20, 2011               04:54 PM    ","December 20, 2011               08:05 PM    ","December 20, 2011               07:49 PM    ","2011-12-20 21:55:00+00","2011-12-20 21:54:00+00","2011-12-21 03:05:00+00","2011-12-21 02:49:00+00"
"2011-12-20","AA-271-MIA-LAX"," D24"," 45    ","December 20, 2011               11:35 AM    ","December 20, 2011               11:44 AM    ","December 20, 2011               02:25 PM    ","December 20, 2011               02:10 PM    ","2011-12-20 16:35:00+00","2011-12-20 16:44:00+00","2011-12-20 22:25:00+00","2011-12-20 22:10:00+00"
"2011-12-20","AA-643-MIA-ORD"," D16"," H15    ","December 20, 2011               07:10 AM    ","December 20, 2011               07:04 AM    ","December 20, 2011               09:35 AM    ","December 20, 2011               09:05 AM    ","2011-12-20 12:10:00+00","2011-12-20 12:04:00+00","2011-12-20 15:35:00+00","2011-12-20 15:05:00+00"
"2011-12-03","CO-1561-PHX-IAH","","","Sat., Dec.03, 2011 8:05 a.m.","Sat., Dec.03, 2011 8:02 a.m.","Sat., Dec.03, 2011 11:35 a.m.","Sat., Dec.03, 2011 11:26 a.m.","2011-12-03 15:05:00+00","2011-12-03 15:02:00+00","2011-12-03 17:35:00+00","2011-12-03 17:26:00+00"
"2011-12-20","AA-4198-ORD-CLE"," G2A"," A1    ","December 20, 2011               10:40 AM    ","December 20, 2011               10:36 AM    ","December 20, 2011               12:55 PM    ","December 20, 2011               12:50 PM    ","2011-12-20 16:40:00+00","2011-12-20 16:36:00+00","2011-12-20 17:55:00+00","2011-12-20 17:50:00+00"
"2011-12-20","AA-400-DFW-JFK"," D20"," 44    ","December 20, 2011               10:40 AM    ","December 20, 2011               10:36 AM    ","December 20, 2011               02:59 PM    ","December 20, 2011               02:31 PM    ","2011-12-20 16:40:00+00","2011-12-20 16:36:00+00","2011-12-20 19:59:00+00","2011-12-20 19:31:00+00"
"2011-12-20","AA-1886-BOS-MIA"," B35"," D5    ","December 20, 2011               10:45 AM    ","December 20, 2011               11:02 AM    ","December 20, 2011               02:20 PM    ","December 20, 2011               02:29 PM    ","2011-12-20 15:45:00+00","2011-12-20 16:02:00+00","2011-12-20 19:20:00+00","2011-12-20 19:29:00+00"
"2011-12-20","AA-1917-JFK-MCO"," 7"," 16    ","December 20, 2011               02:55 PM    ","December 20, 2011               02:52 PM    ","December 20, 2011               05:55 PM    ","December 20, 2011               05:36 PM    ","2011-12-20 19:55:00+00","2011-12-20 19:52:00+00","2011-12-20 22:55:00+00","2011-12-20 22:36:00+00"
"2011-12-20","AA-3809-PHX-LAX"," 2"," 44J    ","December 20, 2011               06:00 AM    ","December 20, 2011               05:54 AM    ","December 20, 2011               06:40 AM    ","December 20, 2011               06:22 AM    ","2011-12-20 13:00:00+00","2011-12-20 12:54:00+00","2011-12-20 14:40:00+00","2011-12-20 14:22:00+00"
"2011-12-20","AA-2957-DFW-CVG"," B4A"," 3    ","December 20, 2011               07:55 AM    ","December 20, 2011               08:08 AM    ","December 20, 2011               11:05 AM    ","December 20, 2011               11:19 AM    ","2011-12-20 13:55:00+00","2011-12-20 14:08:00+00","2011-12-20 16:05:00+00","2011-12-20 16:19:00+00"
"2011-12-27","CO-1586-IAH-MCO","","","Tue., Dec.27, 2011 7:00 p.m.","Tue., Dec.27, 2011 7:04 p.m.","Tue., Dec.27, 2011 10:12 p.m.","Tue., Dec.27, 2011 10:08 p.m.","2011-12-28 01:00:00+00","2011-12-28 01:04:00+00","2011-12-28 03:12:00+00","2011-12-28 03:08:00+00"
"2011-12-04","UA-248-PHX-ORD","3","C28","Sun, Dec 4 12:47 PM","Sun, Dec 4 12:47 PM","Sun, Dec 4 5:15 PM","Sun, Dec 4 4:56 PM","2011-12-04 19:47:00+00","2011-12-04 19:47:00+00","2011-12-04 23:15:00+00","2011-12-04 22:56:00+00"
"2011-12-04","UA-248-PHX-ORD","3","C30","Sun, Dec 4 12:47 PM","Sun, Dec 4 2:42 PM","Sun, Dec 4 5:15 PM","Sun, Dec 4 6:43 PM","2011-12-04 19:47:00+00","2011-12-04 21:42:00+00","2011-12-04 23:15:00+00","2011-12-05 00:43:00+00"
"2011-12-04","UA-397-JFK-SFO","10","82","Sun, Dec 4 8:00 AM","Sun, Dec 4 7:52 AM","Sun, Dec 4 11:49 AM","Sun, Dec 4 11:15 AM","2011-12-04 13:00:00+00","2011-12-04 12:52:00+00","2011-12-04 19:49:00+00","2011-12-04 19:15:00+00"
"2011-12-04","UA-2704-DTW-PHX","D25","A2","Sun, Dec 4 11:15 AM","Sun, Dec 4 11:15 AM","Sun, Dec 4 1:40 PM","Sun, Dec 4 1:53 PM","2011-12-04 16:15:00+00","2011-12-04 16:15:00+00","2011-12-04 20:40:00+00","2011-12-04 20:53:00+00"
"2011-12-04","UA-3373-IAD-PHL","C20","D7","Sun, Dec 4 8:25 AM","Sun, Dec 4 8:24 AM","Sun, Dec 4 9:20 AM","Sun, Dec 4 9:20 AM","2011-12-04 13:25:00+00","2011-12-04 13:24:00+00","2011-12-04 14:20:00+00","2011-12-04 14:20:00+00"
"2011-12-04","UA-2906-PHL-MCO","B13","58","Sun, Dec 4 3:50 PM","Sun, Dec 4 3:50 PM            Delayed","Sun, Dec 4 6:23 PM","Sun, Dec 4 6:04 PM","2011-12-04 20:50:00+00","2011-12-04 20:50:00+00","2011-12-04 23:23:00+00","2011-12-04 23:04:00+00"
"2011-12-04","UA-938-DEN-ORD","B44","C26","Sun, Dec 4 4:16 PM","Sun, Dec 4 4:15 PM","Sun, Dec 4 7:34 PM","Sun, Dec 4 7:35 PM","2011-12-04 23:16:00+00","2011-12-04 23:15:00+00","2011-12-05 01:34:00+00","2011-12-05 01:35:00+00"
"2011-12-04","UA-3925-IAD-ORF","A1G","--","Sun, Dec 4 8:41 AM","Sun, Dec 4 8:32 AM","Sun, Dec 4 9:54 AM","Sun, Dec 4 9:26 AM","2011-12-04 13:41:00+00","2011-12-04 13:32:00+00","2011-12-04 14:54:00+00","2011-12-04 14:26:00+00"
"2011-12-04","UA-5487-SFO-MRY","87A","--","Sun, Dec 4 10:39 AM","Sun, Dec 4 10:35 AM","Sun, Dec 4 11:19 AM","Sun, Dec 4 11:24 AM","2011-12-04 18:39:00+00","2011-12-04 18:35:00+00","2011-12-04 19:19:00+00","2011-12-04 19:24:00+00"
"2011-12-04","UA-3050-PHX-CLT","A7","B5","Sun, Dec 4 11:05 AM","Sun, Dec 4 11:13 AM","Sun, Dec 4 4:57 PM","Sun, Dec 4 5:09 PM","2011-12-04 18:05:00+00","2011-12-04 18:13:00+00","2011-12-04 21:57:00+00","2011-12-04 22:09:00+00"
"2011-12-04","UA-828-SFO-ORD","75","B7","Sun, Dec 4 11:12 PM","Sun, Dec 4 11:12 PM","Mon, Dec 5 5:15 AM","Mon, Dec 5 5:15 AM","2011-12-05 07:12:00+00","2011-12-05 07:12:00+00","2011-12-05 11:15:00+00","2011-12-05 11:15:00+00"
"2011-12-22","AA-1221-MCO-ORD"," 16"," K3    ","December 22, 2011               08:00 PM    ","December 22, 2011               08:30 PM    ","December 22, 2011               09:50 PM    ","December 22, 2011               09:57 PM    ","2011-12-23 01:00:00+00","2011-12-23 01:30:00+00","2011-12-23 03:50:00+00","2011-12-23 03:57:00+00"
"2011-12-22","AA-4307-ORD-DTW"," G12"," D28    ","December 22, 2011               06:45 PM    ","December 22, 2011               06:48 PM    ","December 22, 2011               09:10 PM    ","December 22, 2011               09:10 PM    ","2011-12-23 00:45:00+00","2011-12-23 00:48:00+00","2011-12-23 02:10:00+00","2011-12-23 02:10:00+00"
"2011-12-22","AA-616-DFW-DTW"," C14"," D32    ","December 22, 2011               09:05 AM    ","December 22, 2011               08:59 AM    ","December 22, 2011               12:35 PM    ","December 22, 2011               12:18 PM    ","2011-12-22 15:05:00+00","2011-12-22 14:59:00+00","2011-12-22 17:35:00+00","2011-12-22 17:18:00+00"
