"eudract_number","open","single_blind","double_blind","randomised","crossover","parallel_group","arms","controlled","protocol_country_code"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-000314-38","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000319-26","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2013-000322-66","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000423-14","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-000423-14","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-000423-14","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-000423-14","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-000423-14","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","BE"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","IT"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","SK"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","PL"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","FR"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","HU"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","ES"
"2013-000508-40","No","Yes","No","Yes","No","Yes","2+","Yes","DE"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","GB"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","IT"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","AT"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","DE"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","NL"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","ES"
"2013-000516-25","Yes","No","No","No","No","No","2+","No","BE"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-000536-10","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000577-77","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000577-77","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000577-77","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","FR"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","IT"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","PL"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","DE"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","GB"
"2013-000860-27","Yes","No","No","No","No","No","2+","No","HU"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-000895-14","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","LV"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-000951-42","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-000999-15","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-001192-21","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-001193-14","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-001284-23","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-001284-23","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-001284-23","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-001322-26","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-001322-26","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-001322-26","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-001323-38","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-001323-38","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-001323-38","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-001497-16","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","DE"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","AT"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","PL"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","LT"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","SK"
"2013-001790-25","Yes","No","No","No","No","No","2+","No","CZ"
"2013-001903-36","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","FR"
"2013-001903-36","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","GB"
"2013-001903-36","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","NL"
"2013-001903-36","Yes","No","No","Yes","No","","","Yes","GR"
"2013-001903-36","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","ES"
"2013-001903-36","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","IT"
"2013-002053-30","Yes","No","No","No","No","No","2+","No","DE"
"2013-002053-30","Yes","No","No","No","No","No","2+","No","ES"
"2013-002053-30","Yes","No","No","No","No","No","2+","No","BE"
"2013-002053-30","Yes","No","No","No","No","No","2+","No","IT"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","PL"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","ES"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","FR"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","DK"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","BE"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","GB"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","SE"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","IT"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","CZ"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","NL"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","AT"
"2013-002110-12","Yes","No","No","No","No","No","2+","No","HU"
"2013-002271-17","Yes","No","No","No","No","No","2+","No","DE"
"2013-002271-17","Yes","No","No","No","No","No","2+","No","BE"
"2013-002271-17","Yes","No","No","No","No","No","2+","No","ES"
"2013-002271-17","Yes","No","No","No","No","No","2+","No","GB"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-002431-15","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2013-002453-29","No","Yes","No","Yes","No","Yes","2+","Yes","RO"
"2013-002453-29","No","Yes","No","Yes","No","Yes","2+","Yes","DE"
"2013-002453-29","No","Yes","No","Yes","No","Yes","2+","Yes","IT"
"2013-002453-29","No","Yes","No","Yes","No","Yes","2+","Yes","GB"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","LV"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","EE"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","IS"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","LT"
"2013-002513-35","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-002522-23","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-002522-23","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-002522-23","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-002539-13","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","RO"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-002707-33","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-002716-28","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-002737-38","Yes","No","No","No","No","No","2+","No","DE"
"2013-002737-38","Yes","No","No","No","No","No","2+","No","AT"
"2013-002755-15","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","No","2+","No","BE"
"2013-002902-29","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-002902-29","No","No","Yes","Yes","No","Yes","2+","Yes","IE"
"2013-002902-29","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-002902-29","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-002902-29","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","FI"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","CZ"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","DE"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","SE"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","HU"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","ES"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","BE"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","IT"
"2013-003022-92","Yes","No","No","No","No","No","2+","No","GR"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","DE"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","SE"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","NO"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","GB"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","FI"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","IT"
"2013-003046-17","Yes","No","No","No","No","No","2+","No","ES"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-003050-25","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","CZ"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","IT"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","FI"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","DE"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","ES"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","SE"
"2013-003118-42","Yes","No","No","No","No","No","2+","No","GB"
"2013-003129-27","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-003156-21","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","RO"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-003167-58","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-003390-95","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
